@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric

@data
359,'2023/11/20 17:50:17:245',6,0,0,0,0,0,0,0,0,?
360,'2023/11/20 17:50:17:262',6,0,0,0,0,0,0,0,0,?
361,'2023/11/20 17:50:17:279',6,0,0,0,0,0,0,0,0,?
362,'2023/11/20 17:50:17:295',6,0,0,0,0,0,0,0,0,?
363,'2023/11/20 17:50:17:311',6,0,0,0,0,0,0,0,0,?
364,'2023/11/20 17:50:17:328',6,0,0,0,0,0,0,0,0,?
365,'2023/11/20 17:50:17:344',6,0,0,0,0,0,0,0,0,?
366,'2023/11/20 17:50:17:361',6,0,0,0,0,0,0,0,0,?
367,'2023/11/20 17:50:17:378',6,0,0,0,0,0,0,0,0,?
368,'2023/11/20 17:50:17:395',6,0,0,0,0,0,0,0,0,?
369,'2023/11/20 17:50:17:412',6,0,0,0,0,0,0,0,0,?
370,'2023/11/20 17:50:17:428',6,0,0,0,0,0,0,0,0,?
371,'2023/11/20 17:50:17:444',6,0,0,0,0,0,0,0,0,?
372,'2023/11/20 17:50:17:462',6,0,0,0,0,0,0,0,0,?
373,'2023/11/20 17:50:17:478',6,0,0,0,0,0,0,0,0,?
374,'2023/11/20 17:50:17:495',6,0,0,0,0,0,0,0,0,?
375,'2023/11/20 17:50:17:511',6,0,0,0,0,0,0,0,0,?
376,'2023/11/20 17:50:17:528',6,0,0,0,0,0,0,0,0,?
377,'2023/11/20 17:50:17:545',6,0,0,0,0,0,0,0,0,?
378,'2023/11/20 17:50:17:561',6,0,0,0,0,0,0,0,0,?
379,'2023/11/20 17:50:17:577',6,0,0,0,0,0,0,0,0,?
380,'2023/11/20 17:50:17:595',6,0,0,0,0,0,0,0,0,?
381,'2023/11/20 17:50:17:612',6,0,0,0,0,0,0,0,0,?
382,'2023/11/20 17:50:17:628',6,0,0,0,0,0,0,0,0,?
383,'2023/11/20 17:50:17:644',6,0,0,0,0,0,0,0,0,?
384,'2023/11/20 17:50:17:661',6,0,0,0,0,0,0,0,0,?
385,'2023/11/20 17:50:17:679',6,0,0,0,0,0,0,0,0,?
386,'2023/11/20 17:50:17:695',6,0,0,0,0,0,0,0,0,?
387,'2023/11/20 17:50:17:714',6,0,0,0,0,0,0,0,0,?
388,'2023/11/20 17:50:17:727',6,0,0,0,0,0,0,0,0,?
389,'2023/11/20 17:50:17:745',6,0,0,0,0,0,0,0,0,?
390,'2023/11/20 17:50:17:763',6,0,0,0,0,0,0,0,0,?
391,'2023/11/20 17:50:17:779',6,0,0,0,0,0,0,0,0,?
392,'2023/11/20 17:50:17:796',6,0,0,0,0,0,0,0,0,?
393,'2023/11/20 17:50:17:812',6,0,0,0,0,0,0,0,0,?
394,'2023/11/20 17:50:17:828',6,0,0,0,0,0,0,0,0,?
395,'2023/11/20 17:50:17:845',6,0,0,0,0,0,0,0,0,?
396,'2023/11/20 17:50:17:862',6,0,0,0,0,0,0,0,0,?
397,'2023/11/20 17:50:17:877',6,0,0,0,0,0,0,0,0,?
398,'2023/11/20 17:50:17:894',6,0,0,0,0,0,0,0,0,?
399,'2023/11/20 17:50:17:911',6,0,0,0,0,0,0,0,0,?
400,'2023/11/20 17:50:17:929',6,0,0,0,0,0,0,0,0,?
401,'2023/11/20 17:50:17:945',6,0,0,0,0,0,0,0,0,?
402,'2023/11/20 17:50:17:961',6,0,0,0,0,0,0,0,0,?
403,'2023/11/20 17:50:17:977',6,0,0,0,0,0,0,0,0,?
404,'2023/11/20 17:50:17:995',6,0,0,0,0,0,0,0,0,?
405,'2023/11/20 17:50:18:011',6,0,0,0,0,0,0,0,0,?
406,'2023/11/20 17:50:18:028',6,0,0,0,0,0,0,0,0,?
407,'2023/11/20 17:50:18:045',6,0,0,0,0,0,0,0,0,?
408,'2023/11/20 17:50:18:061',6,0,0,0,0,0,0,0,0,?
409,'2023/11/20 17:50:18:077',6,0,0,0,0,0,0,0,0,?
410,'2023/11/20 17:50:18:094',6,0,0,0,0,0,0,0,0,?
411,'2023/11/20 17:50:18:113',6,0,0,0,0,0,0,0,0,?
412,'2023/11/20 17:50:18:129',6,0,0,0,0,0,0,0,0,?
413,'2023/11/20 17:50:18:144',6,0,0,0,0,0,0,0,0,?
414,'2023/11/20 17:50:18:161',6,0,0,0,0,0,0,0,0,?
415,'2023/11/20 17:50:18:178',6,0,0,0,0,0,0,0,0,?
416,'2023/11/20 17:50:18:195',6,0,0,0,0,0,0,0,0,?
417,'2023/11/20 17:50:18:213',6,0,0,0,0,0,0,0,0,?
418,'2023/11/20 17:50:18:228',6,0,0,0,0,0,0,0,0,?
419,'2023/11/20 17:50:18:245',6,0,0,0,0,0,0,0,0,?
420,'2023/11/20 17:50:18:261',6,0,0,0,0,0,0,0,0,?
421,'2023/11/20 17:50:18:280',6,0,0,0,0,0,0,0,0,?
422,'2023/11/20 17:50:18:295',6,0,0,0,0,0,0,0,0,?
423,'2023/11/20 17:50:18:311',6,0,0,0,0,0,0,0,0,?
424,'2023/11/20 17:50:18:328',6,0,0,0,0,0,0,0,0,?
425,'2023/11/20 17:50:18:345',6,0,0,0,0,0,0,0,0,?
426,'2023/11/20 17:50:18:361',6,0,0,0,0,0,0,0,0,?
427,'2023/11/20 17:50:18:378',6,0,0,0,0,0,0,0,0,?
428,'2023/11/20 17:50:20:644',7,0,0,0,0,0,0,0,0,?
429,'2023/11/20 17:50:20:663',7,0,0,0,0,0,0,0,0,?
430,'2023/11/20 17:50:20:678',7,0,0,0,0,0,0,0,0,?
431,'2023/11/20 17:50:20:696',7,0,0,0,0,0,0,0,0,?
432,'2023/11/20 17:50:20:713',7,0,0,0,0,0,0,0,0,?
433,'2023/11/20 17:50:20:729',7,0,0,0,0,0,0,0,0,?
434,'2023/11/20 17:50:20:745',7,0,0,0,0,0,0,0,0,?
435,'2023/11/20 17:50:20:762',7,0,0,0,0,0,0,0,0,?
436,'2023/11/20 17:50:20:778',7,0,0,0,0,0,0,0,0,?
437,'2023/11/20 17:50:20:796',7,0,0,0,0,0,0,0,0,?
438,'2023/11/20 17:50:20:813',7,0,0,0,0,0,0,0,0,?
439,'2023/11/20 17:50:20:829',7,0,0,0,0,0,0,0,0,?
440,'2023/11/20 17:50:20:846',7,0,0,0,0,0,0,0,0,?
441,'2023/11/20 17:50:20:862',7,0,0,0,0,0,0,0,0,?
442,'2023/11/20 17:50:20:879',7,0,0,0,0,0,0,0,0,?
443,'2023/11/20 17:50:20:896',7,0,0,0,0,0,0,0,0,?
444,'2023/11/20 17:50:20:912',7,0,0,0,0,0,0,0,0,?
445,'2023/11/20 17:50:20:928',7,0,0,0,0,0,0,0,0,?
446,'2023/11/20 17:50:20:946',7,0,0,0,0,0,0,0,0,?
447,'2023/11/20 17:50:20:963',7,0,0,0,0,0,0,0,0,?
448,'2023/11/20 17:50:20:979',7,0,0,0,0,0,0,0,0,?
449,'2023/11/20 17:50:20:996',7,0,0,0,0,0,0,0,0,?
450,'2023/11/20 17:50:21:012',7,0,0,0,0,0,0,0,0,?
451,'2023/11/20 17:50:21:029',7,0,0,0,0,0,0,0,0,?
452,'2023/11/20 17:50:21:046',7,0,0,0,0,0,0,0,0,?
453,'2023/11/20 17:50:21:063',7,0,0,0,0,0,0,0,0,?
454,'2023/11/20 17:50:21:078',7,0,0,0,0,0,0,0,0,?
455,'2023/11/20 17:50:21:095',7,0,0,0,0,0,0,0,0,?
456,'2023/11/20 17:50:21:112',7,0,0,0,0,0,0,0,0,?
457,'2023/11/20 17:50:21:128',7,0,0,0,0,0,0,0,0,?
458,'2023/11/20 17:50:21:145',7,0,0,0,0,0,0,0,0,?
459,'2023/11/20 17:50:21:161',7,0,0,0,0,0,0,0,0,?
460,'2023/11/20 17:50:21:178',7,0,0,0,0,0,0,0,0,?
461,'2023/11/20 17:50:21:196',7,0,0,0,0,0,0,0,0,?
462,'2023/11/20 17:50:21:213',7,0,0,0,0,0,0,0,0,?
463,'2023/11/20 17:50:21:229',7,0,0,0,0,0,0,0,0,?
464,'2023/11/20 17:50:21:245',7,0,0,0,0,0,0,0,0,?
465,'2023/11/20 17:50:21:261',7,0,0,0,0,0,0,0,0,?
466,'2023/11/20 17:50:21:278',7,0,0,0,0,0,0,0,0,?
467,'2023/11/20 17:50:21:296',7,0,0,0,0,0,0,0,0,?
468,'2023/11/20 17:51:02:497',9,0,0,0,0,0,0,0,0,?
469,'2023/11/20 17:51:02:513',9,0,0,0,0,0,0,0,0,?
470,'2023/11/20 17:51:02:531',9,0,0,0,0,0,0,0,0,?
471,'2023/11/20 17:51:02:547',9,0,0,0,0,0,0,0,0,?
472,'2023/11/20 17:51:02:564',9,0,0,0,0,0,0,0,0,?
473,'2023/11/20 17:51:02:581',9,0,0,0,0,0,0,0,0,?
474,'2023/11/20 17:51:02:597',9,0,0,0,0,0,0,0,0,?
475,'2023/11/20 17:51:02:614',9,0,0,0,0,0,0,0,0,?
476,'2023/11/20 17:51:02:630',9,0,0,0,0,0,0,0,0,?
477,'2023/11/20 17:51:02:646',9,0,0,0,0,0,0,0,0,?
478,'2023/11/20 17:51:02:663',9,0,0,0,0,0,0,0,0,?
479,'2023/11/20 17:51:02:681',9,0,0,0,0,0,0,0,0,?
480,'2023/11/20 17:51:02:697',9,0,0,0,0,0,0,0,0,?
481,'2023/11/20 17:51:02:713',9,0,0,0,0,0,0,0,0,?
482,'2023/11/20 17:51:02:732',9,0,0,0,0,0,0,0,0,?
483,'2023/11/20 17:51:02:748',9,0,0,0,0,0,0,0,0,?
484,'2023/11/20 17:51:02:765',9,0,0,0,0,0,0,0,0,?
485,'2023/11/20 17:51:02:780',9,0,0,0,0,0,0,0,0,?
486,'2023/11/20 17:51:02:797',9,0,0,0,0,0,0,0,0,?
487,'2023/11/20 17:51:02:813',9,0,0,0,0,0,0,0,0,?
488,'2023/11/20 17:51:02:831',9,0,0,0,0,0,0,0,0,?
489,'2023/11/20 17:51:02:847',9,0,0,0,0,0,0,0,0,?
490,'2023/11/20 17:51:02:865',9,0,0,0,0,0,0,0,0,?
491,'2023/11/20 17:51:02:881',9,0,0,0,0,0,0,0,0,?
492,'2023/11/20 17:51:02:898',9,0,0,0,0,0,0,0,0,?
493,'2023/11/20 17:51:02:913',9,0,0,0,0,0,0,0,0,?
494,'2023/11/20 17:51:02:930',9,0,0,0,0,0,0,0,0,?
495,'2023/11/20 17:51:02:947',9,0,0,0,0,0,0,0,0,?
496,'2023/11/20 17:51:02:964',9,0,0,0,0,0,0,0,0,?
497,'2023/11/20 17:51:02:980',9,0,0,0,0,0,0,0,0,?
498,'2023/11/20 17:51:02:998',9,0,0,0,0,0,0,0,0,?
499,'2023/11/20 17:51:03:013',9,0,0,0,0,0,0,0,0,?
500,'2023/11/20 17:51:03:030',9,0,0,0,0,0,0,0,0,?
501,'2023/11/20 17:51:03:047',9,0,0,0,0,0,0,0,0,?
502,'2023/11/20 17:51:03:063',9,0,0,0,0,0,0,0,0,?
503,'2023/11/20 17:51:03:081',9,0,0,0,0,0,0,0,0,?
504,'2023/11/20 17:51:03:097',9,0,0,0,0,0,0,0,0,?
505,'2023/11/20 17:51:03:114',9,0,0,0,0,0,0,0,0,?
506,'2023/11/20 17:51:03:131',9,0,0,0,0,0,0,0,0,?
507,'2023/11/20 17:51:03:148',9,0,0,0,0,0,0,0,0,?
508,'2023/11/20 17:51:07:264',10,0,0,0,0,0,0,0,0,?
509,'2023/11/20 17:51:07:280',10,0,0,0,0,0,0,0,0,?
510,'2023/11/20 17:51:07:297',10,0,0,0,0,0,0,0,0,?
511,'2023/11/20 17:51:07:313',10,0,0,0,0,0,0,0,0,?
512,'2023/11/20 17:51:07:330',10,0,0,0,0,0,0,0,0,?
513,'2023/11/20 17:51:07:347',10,0,0,0,0,0,0,0,0,?
514,'2023/11/20 17:51:07:365',10,0,0,0,0,0,0,0,0,?
515,'2023/11/20 17:51:07:381',10,0,0,0,0,0,0,0,0,?
516,'2023/11/20 17:51:07:397',10,0,0,0,0,0,0,0,0,?
517,'2023/11/20 17:51:07:414',10,0,0,0,0,0,0,0,0,?
518,'2023/11/20 17:51:07:430',10,0,0,0,0,0,0,0,0,?
519,'2023/11/20 17:51:07:447',10,0,0,0,0,0,0,0,0,?
520,'2023/11/20 17:51:07:464',10,0,0,0,0,0,0,0,0,?
521,'2023/11/20 17:51:07:481',10,0,0,0,0,0,0,0,0,?
522,'2023/11/20 17:51:07:497',10,0,0,0,0,0,0,0,0,?
523,'2023/11/20 17:51:07:514',10,0,0,0,0,0,0,0,0,?
524,'2023/11/20 17:51:07:530',10,0,0,0,0,0,0,0,0,?
525,'2023/11/20 17:51:07:547',10,0,0,0,0,0,0,0,0,?
526,'2023/11/20 17:51:07:563',10,0,0,0,0,0,0,0,0,?
527,'2023/11/20 17:51:07:581',10,0,0,0,0,0,0,0,0,?
528,'2023/11/20 17:51:07:597',10,0,0,0,0,0,0,0,0,?
529,'2023/11/20 17:51:07:613',10,0,0,0,0,0,0,0,0,?
530,'2023/11/20 17:51:07:631',10,0,0,0,0,0,0,0,0,?
531,'2023/11/20 17:51:07:648',10,0,0,0,0,0,0,0,0,?
532,'2023/11/20 17:51:07:664',10,0,0,0,0,0,0,0,0,?
533,'2023/11/20 17:51:07:683',10,0,0,0,0,0,0,0,0,?
534,'2023/11/20 17:51:07:698',10,0,0,0,0,0,0,0,0,?
535,'2023/11/20 17:51:07:714',10,0,0,0,0,0,0,0,0,?
536,'2023/11/20 17:51:07:731',10,0,0,0,0,0,0,0,0,?
537,'2023/11/20 17:51:07:748',10,0,0,0,0,0,0,0,0,?
538,'2023/11/20 17:51:07:765',10,0,0,0,0,0,0,0,0,?
539,'2023/11/20 17:51:07:781',10,0,0,0,0,0,0,0,0,?
540,'2023/11/20 17:51:07:798',10,0,0,0,0,0,0,0,0,?
541,'2023/11/20 17:51:07:814',10,0,0,0,0,0,0,0,0,?
542,'2023/11/20 17:51:07:831',10,0,0,0,0,0,0,0,0,?
543,'2023/11/20 17:51:07:847',10,0,0,0,0,0,0,0,0,?
544,'2023/11/20 17:51:07:864',10,0,0,0,0,0,0,0,0,?
545,'2023/11/20 17:51:07:880',10,0,0,0,0,0,0,0,0,?
546,'2023/11/20 17:51:07:897',10,0,0,0,0,0,0,0,0,?
547,'2023/11/20 17:51:14:947',11,0,0,0,0,0,0,0,0,?
548,'2023/11/20 17:51:14:964',11,0,0,0,0,0,0,0,0,?
549,'2023/11/20 17:51:14:980',11,0,0,0,0,0,0,0,0,?
550,'2023/11/20 17:51:14:997',11,0,0,0,0,0,0,0,0,?
551,'2023/11/20 17:51:15:014',11,0,0,0,0,0,0,0,0,?
552,'2023/11/20 17:51:15:031',11,0,0,0,0,0,0,0,0,?
553,'2023/11/20 17:51:15:047',11,0,0,0,0,0,0,0,0,?
554,'2023/11/20 17:51:15:063',11,0,0,0,0,0,0,0,0,?
555,'2023/11/20 17:51:15:081',11,0,0,0,0,0,0,0,0,?
556,'2023/11/20 17:51:15:097',11,0,0,0,0,0,0,0,0,?
557,'2023/11/20 17:51:15:114',11,0,0,0,0,0,0,0,0,?
558,'2023/11/20 17:51:15:130',11,0,0,0,0,0,0,0,0,?
559,'2023/11/20 17:51:15:147',11,0,0,0,0,0,0,0,0,?
560,'2023/11/20 17:51:15:164',11,0,0,0,0,0,0,0,0,?
561,'2023/11/20 17:51:15:181',11,0,0,0,0,0,0,0,0,?
562,'2023/11/20 17:51:15:197',11,0,0,0,0,0,0,0,0,?
563,'2023/11/20 17:51:15:214',11,0,0,0,0,0,0,0,0,?
564,'2023/11/20 17:51:15:230',11,0,0,0,0,0,0,0,0,?
565,'2023/11/20 17:51:15:247',11,0,0,0,0,0,0,0,0,?
566,'2023/11/20 17:51:15:264',11,0,0,0,0,0,0,0,0,?
567,'2023/11/20 17:51:15:280',11,0,0,0,0,0,0,0,0,?
568,'2023/11/20 17:51:15:297',11,0,0,0,0,0,0,0,0,?
569,'2023/11/20 17:51:15:314',11,0,0,0,0,0,0,0,0,?
570,'2023/11/20 17:51:15:331',11,0,0,0,0,0,0,0,0,?
571,'2023/11/20 17:51:15:347',11,0,0,0,0,0,0,0,0,?
572,'2023/11/20 17:51:15:364',11,0,0,0,0,0,0,0,0,?
573,'2023/11/20 17:51:15:380',11,0,0,0,0,0,0,0,0,?
574,'2023/11/20 17:51:15:397',11,0,0,0,0,0,0,0,0,?
575,'2023/11/20 17:51:15:414',11,0,0,0,0,0,0,0,0,?
576,'2023/11/20 17:51:15:430',11,0,0,0,0,0,0,0,0,?
577,'2023/11/20 17:51:15:447',11,0,0,0,0,0,0,0,0,?
578,'2023/11/20 17:51:15:464',11,0,0,0,0,0,0,0,0,?
579,'2023/11/20 17:51:15:481',11,0,0,0,0,0,0,0,0,?
580,'2023/11/20 17:51:15:497',11,0,0,0,0,0,0,0,0,?
581,'2023/11/20 17:51:15:514',11,0,0,0,0,0,0,0,0,?
582,'2023/11/20 17:51:15:530',11,0,0,0,0,0,0,0,0,?
583,'2023/11/20 17:51:15:548',11,0,0,0,0,0,0,0,0,?
584,'2023/11/20 17:51:15:564',11,0,0,0,0,0,0,0,0,?
585,'2023/11/20 17:51:15:581',11,0,0,0,0,0,0,0,0,?
586,'2023/11/20 17:51:15:597',11,0,0,0,0,0,0,0,0,?
587,'2023/11/20 17:51:15:614',11,0,0,0,0,0,0,0,0,?
588,'2023/11/20 17:51:15:631',11,0,0,0,0,0,0,0,0,?
589,'2023/11/20 17:51:15:647',11,0,0,0,0,0,0,0,0,?
590,'2023/11/20 17:51:15:664',11,0,0,0,0,0,0,0,0,?
591,'2023/11/20 17:51:15:680',11,0,0,0,0,0,0,0,0,?
592,'2023/11/20 17:51:15:697',11,0,0,0,0,0,0,0,0,?
593,'2023/11/20 17:51:15:714',11,0,0,0,0,0,0,0,0,?
594,'2023/11/20 17:51:15:730',11,0,0,0,0,0,0,0,0,?
595,'2023/11/20 17:51:15:747',11,0,0,0,0,0,0,0,0,?
596,'2023/11/20 17:51:15:764',11,0,0,0,0,0,0,0,0,?
597,'2023/11/20 17:51:15:780',11,0,0,0,0,0,0,0,0,?
598,'2023/11/20 17:51:15:797',11,0,0,0,0,0,0,0,0,?
599,'2023/11/20 17:51:15:814',11,0,0,0,0,0,0,0,0,?
600,'2023/11/20 17:51:15:831',11,0,0,0,0,0,0,0,0,?
601,'2023/11/20 17:51:15:847',11,0,0,0,0,0,0,0,0,?
602,'2023/11/20 17:51:15:864',11,0,0,0,0,0,0,0,0,?
603,'2023/11/20 17:51:15:881',11,0,0,0,0,0,0,0,0,?
604,'2023/11/20 17:51:15:897',11,0,0,0,0,0,0,0,0,?
605,'2023/11/20 17:51:15:915',11,0,0,0,0,0,0,0,0,?
606,'2023/11/20 17:51:15:932',11,0,0,0,0,0,0,0,0,?
607,'2023/11/20 17:51:15:948',11,0,0,0,0,0,0,0,0,?
608,'2023/11/20 17:51:15:964',11,0,0,0,0,0,0,0,0,?
609,'2023/11/20 17:51:15:982',11,0,0,0,0,0,0,0,0,?
610,'2023/11/20 17:51:15:998',11,0,0,0,0,0,0,0,0,?
611,'2023/11/20 17:51:16:014',11,0,0,0,0,0,0,0,0,?
612,'2023/11/20 17:51:16:031',11,0,0,0,0,0,0,0,0,?
613,'2023/11/20 17:51:16:049',11,0,0,0,0,0,0,0,0,?
614,'2023/11/20 17:51:22:299',12,0,0,0,0,0,0,0,0,?
615,'2023/11/20 17:51:22:315',12,0,0,0,0,0,0,0,0,?
616,'2023/11/20 17:51:22:330',12,0,0,0,0,0,0,0,0,?
617,'2023/11/20 17:51:22:347',12,0,0,0,0,0,0,0,0,?
618,'2023/11/20 17:51:22:365',12,0,0,0,0,0,0,0,0,?
619,'2023/11/20 17:51:22:382',12,0,0,0,0,0,0,0,0,?
620,'2023/11/20 17:51:22:398',12,0,0,0,0,0,0,0,0,?
621,'2023/11/20 17:51:22:415',12,0,0,0,0,0,0,0,0,?
622,'2023/11/20 17:51:22:432',12,0,0,0,0,0,0,0,0,?
623,'2023/11/20 17:51:22:448',12,0,0,0,0,0,0,0,0,?
624,'2023/11/20 17:51:22:464',12,0,0,0,0,0,0,0,0,?
625,'2023/11/20 17:51:22:481',12,0,0,0,0,0,0,0,0,?
626,'2023/11/20 17:51:22:497',12,0,0,0,0,0,0,0,0,?
627,'2023/11/20 17:51:22:514',12,0,0,0,0,0,0,0,0,?
628,'2023/11/20 17:51:22:530',12,0,0,0,0,0,0,0,0,?
629,'2023/11/20 17:51:22:549',12,0,0,0,0,0,0,0,0,?
630,'2023/11/20 17:51:22:564',12,0,0,0,0,0,0,0,0,?
631,'2023/11/20 17:51:22:580',12,0,0,0,0,0,0,0,0,?
632,'2023/11/20 17:51:22:597',12,0,0,0,0,0,0,0,0,?
633,'2023/11/20 17:51:22:615',12,0,0,0,0,0,0,0,0,?
634,'2023/11/20 17:51:22:632',12,0,0,0,0,0,0,0,0,?
635,'2023/11/20 17:51:22:648',12,0,0,0,0,0,0,0,0,?
636,'2023/11/20 17:51:22:664',12,0,0,0,0,0,0,0,0,?
637,'2023/11/20 17:51:22:681',12,0,0,0,0,0,0,0,0,?
638,'2023/11/20 17:51:22:698',12,0,0,0,0,0,0,0,0,?
639,'2023/11/20 17:51:22:714',12,0,0,0,0,0,0,0,0,?
640,'2023/11/20 17:51:22:730',12,0,0,0,0,0,0,0,0,?
641,'2023/11/20 17:51:22:749',12,0,0,0,0,0,0,0,0,?
642,'2023/11/20 17:51:22:764',12,0,0,0,0,0,0,0,0,?
643,'2023/11/20 17:51:22:781',12,0,0,0,0,0,0,0,0,?
644,'2023/11/20 17:51:22:797',12,0,0,0,0,0,0,0,0,?
645,'2023/11/20 17:51:22:815',12,0,0,0,0,0,0,0,0,?
646,'2023/11/20 17:51:22:830',12,0,0,0,0,0,0,0,0,?
647,'2023/11/20 17:51:22:848',12,0,0,0,0,0,0,0,0,?
648,'2023/11/20 17:51:22:864',12,0,0,0,0,0,0,0,0,?
649,'2023/11/20 17:51:22:880',12,0,0,0,0,0,0,0,0,?
650,'2023/11/20 17:51:22:897',12,0,0,0,0,0,0,0,0,?
651,'2023/11/20 17:51:22:915',12,0,0,0,0,0,0,0,0,?
652,'2023/11/20 17:51:22:930',12,0,0,0,0,0,0,0,0,?
653,'2023/11/20 17:51:22:948',12,0,0,0,0,0,0,0,0,?
654,'2023/11/20 17:51:22:964',12,0,0,0,0,0,0,0,0,?
655,'2023/11/20 17:51:22:981',12,0,0,0,0,0,0,0,0,?
656,'2023/11/20 17:51:22:998',12,0,0,0,0,0,0,0,0,?
657,'2023/11/20 17:51:23:014',12,0,0,0,0,0,0,0,0,?
658,'2023/11/20 17:51:23:031',12,0,0,0,0,0,0,0,0,?
659,'2023/11/20 17:51:23:049',12,0,0,0,0,0,0,0,0,?
660,'2023/11/20 17:51:23:065',12,0,0,0,0,0,0,0,0,?
661,'2023/11/20 17:51:23:081',12,0,0,0,0,0,0,0,0,?
662,'2023/11/20 17:51:23:097',12,0,0,0,0,0,0,0,0,?
663,'2023/11/20 17:51:23:114',12,0,0,0,0,0,0,0,0,?
664,'2023/11/20 17:51:23:131',12,0,0,0,0,0,0,0,0,?
665,'2023/11/20 17:51:23:148',12,0,0,0,0,0,0,0,0,?
666,'2023/11/20 17:51:23:164',12,0,0,0,0,0,0,0,0,?
667,'2023/11/20 17:51:23:180',12,0,0,0,0,0,0,0,0,?
668,'2023/11/20 17:51:23:198',12,0,0,0,0,0,0,0,0,?
669,'2023/11/20 17:51:23:214',12,0,0,0,0,0,0,0,0,?
670,'2023/11/20 17:51:33:397',13,0,0,0,0,0,0,0,0,?
671,'2023/11/20 17:51:33:415',13,0,0,0,0,0,0,0,0,?
672,'2023/11/20 17:51:33:431',13,0,0,0,0,0,0,0,0,?
673,'2023/11/20 17:51:33:449',13,0,0,0,0,0,0,0,0,?
674,'2023/11/20 17:51:33:465',13,0,0,0,0,0,0,0,0,?
675,'2023/11/20 17:51:33:483',13,0,0,0,0,0,0,0,0,?
676,'2023/11/20 17:51:33:498',13,0,0,0,0,0,0,0,0,?
677,'2023/11/20 17:51:33:514',13,0,0,0,0,0,0,0,0,?
678,'2023/11/20 17:51:33:532',13,0,0,0,0,0,0,0,0,?
679,'2023/11/20 17:51:33:548',13,0,0,0,0,0,0,0,0,?
680,'2023/11/20 17:51:33:565',13,0,0,0,0,0,0,0,0,?
681,'2023/11/20 17:51:33:581',13,0,0,0,0,0,0,0,0,?
682,'2023/11/20 17:51:33:598',13,0,0,0,0,0,0,0,0,?
683,'2023/11/20 17:51:33:615',13,0,0,0,0,0,0,0,0,?
684,'2023/11/20 17:51:33:632',13,0,0,0,0,0,0,0,0,?
685,'2023/11/20 17:51:33:648',13,0,0,0,0,0,0,0,0,?
686,'2023/11/20 17:51:33:666',13,0,0,0,0,0,0,0,0,?
687,'2023/11/20 17:51:33:682',13,0,0,0,0,0,0,0,0,?
688,'2023/11/20 17:51:33:699',13,0,0,0,0,0,0,0,0,?
689,'2023/11/20 17:51:33:716',13,0,0,0,0,0,0,0,0,?
690,'2023/11/20 17:51:33:733',13,0,0,0,0,0,0,0,0,?
691,'2023/11/20 17:51:33:749',13,0,0,0,0,0,0,0,0,?
692,'2023/11/20 17:51:33:766',13,0,0,0,0,0,0,0,0,?
693,'2023/11/20 17:51:33:781',13,0,0,0,0,0,0,0,0,?
694,'2023/11/20 17:51:33:799',13,0,0,0,0,0,0,0,0,?
695,'2023/11/20 17:51:33:815',13,0,0,0,0,0,0,0,0,?
696,'2023/11/20 17:51:33:832',13,0,0,0,0,0,0,0,0,?
697,'2023/11/20 17:51:33:849',13,0,0,0,0,0,0,0,0,?
698,'2023/11/20 17:51:33:866',13,0,0,0,0,0,0,0,0,?
699,'2023/11/20 17:51:33:883',13,0,0,0,0,0,0,0,0,?
700,'2023/11/20 17:51:33:899',13,0,0,0,0,0,0,0,0,?
701,'2023/11/20 17:51:33:915',13,0,0,0,0,0,0,0,0,?
702,'2023/11/20 17:51:33:932',13,0,0,0,0,0,0,0,0,?
703,'2023/11/20 17:51:33:949',13,0,0,0,0,0,0,0,0,?
704,'2023/11/20 17:51:33:966',13,0,0,0,0,0,0,0,0,?
705,'2023/11/20 17:51:33:982',13,0,0,0,0,0,0,0,0,?
706,'2023/11/20 17:51:33:999',13,0,0,0,0,0,0,0,0,?
707,'2023/11/20 17:51:34:016',13,0,0,0,0,0,0,0,0,?
708,'2023/11/20 17:51:34:032',13,0,0,0,0,0,0,0,0,?
709,'2023/11/20 17:51:34:048',13,0,0,0,0,0,0,0,0,?
710,'2023/11/20 17:51:34:066',13,0,0,0,0,0,0,0,0,?
711,'2023/11/20 17:51:34:082',13,0,0,0,0,0,0,0,0,?
712,'2023/11/20 17:51:34:099',13,0,0,0,0,0,0,0,0,?
713,'2023/11/20 17:51:34:116',13,0,0,0,0,0,0,0,0,?
714,'2023/11/20 17:51:34:132',13,0,0,0,0,0,0,0,0,?
715,'2023/11/20 17:51:34:149',13,0,0,0,0,0,0,0,0,?
716,'2023/11/20 17:51:34:166',13,0,0,0,0,0,0,0,0,?
717,'2023/11/20 17:51:34:183',13,0,0,0,0,0,0,0,0,?
718,'2023/11/20 17:51:34:199',13,0,0,0,0,0,0,0,0,?
719,'2023/11/20 17:51:34:216',13,0,0,0,0,0,0,0,0,?
720,'2023/11/20 17:51:34:233',13,0,0,0,0,0,0,0,0,?
721,'2023/11/20 17:51:34:250',13,0,0,0,0,0,0,0,0,?
